respondent_id,age_group,gender,nps,satisfaction,channel,free_text,submitted_at
R2025-000568,20대,응답하지 않음,3,3,인스타그램,알림이 너무 자주 와서 설정을 바꿨습니다.,2025-04-05 07:44:00
R2025-000569,30대,여성,5,3,오프라인 매장,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-04-05 08:13:00
R2025-000570,30대,여성,10,4,카카오톡 채널,문의 접수 후 예상 처리 시간이 표시되면 좋겠습니다.,2025-04-05 10:29:00
R2025-000571,30대,남성,7,3,오프라인 매장,교환 신청 화면이 간단해서 부담이 없었습니다.,2025-04-05 11:30:00
R2025-000572,50대,여성,8,3,네이버 검색,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-04-05 12:29:00
R2025-000573,30대,여성,9,4,카카오톡 채널,첫 화면에 정보가 많아서 조금 복잡하게 느껴졌습니다.,2025-04-05 14:21:00
R2025-000574,40대,남성,8,4,카카오톡 채널,고객센터 답변이 정중했지만 해결까지 시간이 걸렸습니다.,2025-04-05 21:35:00
R2025-000575,50대,여성,10,5,카카오톡 채널,가격 대비 품질이 좋아서 주변에 추천했습니다.,2025-04-06 02:03:00
R2025-000576,30대,남성,7,3,카카오톡 채널,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-04-06 03:43:00
R2025-000577,50대,응답하지 않음,9,4,오프라인 매장,가격 대비 품질이 좋아서 주변에 추천했습니다.,2025-04-06 07:22:00
R2025-000578,40대,여성,6,3,네이버 검색,앱에서 필요한 정보를 찾기 쉬워서 만족합니다.,2025-04-06 09:18:00
R2025-000579,50대,여성,7,3,오프라인 매장,주소 입력 화면에서 자동완성이 잘 작동했습니다.,2025-04-06 10:57:00
R2025-000580,30대,여성,7,4,네이버 검색,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-04-06 13:51:00
R2025-000581,30대,여성,6,3,오프라인 매장,상담 답변이 빨랐고 처리 과정이 깔끔했습니다.,2025-04-06 17:07:00
R2025-000582,30대,여성,6,4,오프라인 매장,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-06 19:30:00
R2025-000583,20대,남성,8,4,카카오톡 채널,포장 상태가 깔끔했고 파손 없이 도착했습니다.,2025-04-06 19:50:00
R2025-000584,30대,여성,1,2,지인 추천,카카오톡으로 문의하니 답변 확인이 편했습니다.,2025-04-06 21:27:00
R2025-000585,50대,남성,10,5,이메일,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-04-06 22:12:00
R2025-000586,40대,여성,7,4,오프라인 매장,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-04-06 23:14:00
R2025-000587,20대,여성,9,5,카카오톡 채널,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-04-07 00:03:00
R2025-000588,30대,여성,9,4,인스타그램,앱 디자인이 깔끔하고 글자가 잘 보입니다.,2025-04-07 01:03:00
R2025-000589,20대,남성,8,5,오프라인 매장,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-04-07 01:25:00
R2025-000590,10대,여성,6,3,카카오톡 채널,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-04-07 05:03:00
R2025-000591,50대,여성,8,4,오프라인 매장,혜택 조건이 복잡해서 한 번 더 확인해야 했습니다.,2025-04-07 05:13:00
R2025-000592,30대,남성,8,4,카카오톡 채널,매장 직원이 대안을 제시해줘서 문제를 빨리 해결했습니다.,2025-04-07 05:41:00
R2025-000593,30대,남성,4,3,오프라인 매장,상품 비교 기능이 있으면 더 좋겠습니다.,2025-04-07 07:59:00
R2025-000594,40대,여성,4,3,네이버 검색,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-04-07 08:14:00
R2025-000595,10대,남성,10,5,네이버 검색,재고 안내가 정확해서 헛걸음하지 않았습니다.,2025-04-07 08:33:00
R2025-000596,30대,여성,8,4,앱 푸시,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-04-07 08:36:00
R2025-000597,40대,여성,10,4,이메일,포장 상태가 깔끔했고 파손 없이 도착했습니다.,2025-04-07 09:53:00
R2025-000598,40대,여성,10,4,이메일,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-07 10:52:00
R2025-000599,60대 이상,여성,9,5,앱 푸시,전체적으로 안정적이지만 로딩 속도는 개선되면 좋겠습니다.,2025-04-07 11:04:00
R2025-000600,40대,여성,9,5,카카오톡 채널,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-04-07 11:33:00
R2025-000601,30대,남성,8,4,카카오톡 채널,배송 안내 문자가 제때 와서 안심이 됐습니다.,2025-04-07 11:39:00
R2025-000602,40대,여성,3,3,네이버 검색,문의 남긴 뒤 안내가 조금 늦어서 아쉬웠습니다.,2025-04-07 16:47:00
R2025-000603,50대,남성,3,1,인스타그램,카카오톡으로 문의하니 답변 확인이 편했습니다.,2025-04-07 18:43:00
R2025-000604,40대,남성,7,4,네이버 검색,알림이 너무 자주 와서 설정을 바꿨습니다.,2025-04-07 18:59:00
R2025-000605,60대 이상,남성,9,5,앱 푸시,가격 대비 품질이 좋아서 주변에 추천했습니다.,2025-04-07 19:54:00
R2025-000606,50대,남성,9,4,네이버 검색,회원 등급 설명이 한눈에 들어오지 않았습니다.,2025-04-07 20:09:00
R2025-000607,50대,남성,7,3,네이버 검색,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-04-07 20:14:00
R2025-000608,20대,응답하지 않음,5,3,네이버 검색,배송 안내 문자가 제때 와서 안심이 됐습니다.,2025-04-07 21:04:00
R2025-000609,40대,여성,8,4,네이버 검색,필요한 메뉴가 눈에 잘 들어와서 사용하기 편했습니다.,2025-04-08 01:51:00
R2025-000610,30대,여성,10,5,네이버 검색,매장 직원이 대안을 제시해줘서 문제를 빨리 해결했습니다.,2025-04-08 02:24:00
R2025-000611,40대,여성,6,3,지인 추천,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-04-08 03:48:00
R2025-000612,40대,남성,6,4,카카오톡 채널,회원 등급 설명이 한눈에 들어오지 않았습니다.,2025-04-08 05:07:00
R2025-000613,60대 이상,여성,8,4,인스타그램,앱에서 필요한 정보를 찾기 쉬워서 만족합니다.,2025-04-08 05:18:00
R2025-000614,60대 이상,남성,9,5,이메일,환불 절차가 예상보다 오래 걸렸습니다.,2025-04-08 09:27:00
R2025-000615,30대,여성,6,2,인스타그램,오프라인 매장에서 안내받은 내용과 앱 정보가 일치했습니다.,2025-04-08 10:50:00
R2025-000616,40대,남성,10,5,지인 추천,환불 절차가 예상보다 오래 걸렸습니다.,2025-04-08 11:29:00
R2025-000617,40대,여성,8,4,카카오톡 채널,매장 직원이 대안을 제시해줘서 문제를 빨리 해결했습니다.,2025-04-08 12:00:00
R2025-000618,30대,여성,7,4,네이버 검색,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-04-08 13:11:00
R2025-000619,20대,여성,2,2,카카오톡 채널,포인트 적립 내역이 바로 보여서 만족했습니다.,2025-04-08 13:28:00
R2025-000620,10대,여성,10,4,앱 푸시,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-08 14:03:00
R2025-000621,40대,여성,9,4,지인 추천,상세 페이지 사진이 충분해서 구매 결정에 도움이 됐습니다.,2025-04-08 14:20:00
R2025-000622,30대,여성,5,3,네이버 검색,전체적으로 안정적이지만 로딩 속도는 개선되면 좋겠습니다.,2025-04-08 16:48:00
R2025-000623,60대 이상,여성,7,4,카카오톡 채널,신규 고객용 안내가 조금 더 자세했으면 합니다.,2025-04-08 17:41:00
R2025-000624,30대,여성,7,4,오프라인 매장,회원 등급 설명이 한눈에 들어오지 않았습니다.,2025-04-08 19:00:00
R2025-000625,60대 이상,여성,10,4,지인 추천,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-04-09 00:37:00
R2025-000626,30대,여성,3,2,인스타그램,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-04-09 02:26:00
R2025-000627,50대,여성,7,4,이메일,결제 단계가 단순해서 다시 이용할 것 같습니다.,2025-04-09 03:35:00
R2025-000628,20대,여성,4,3,지인 추천,첫 화면에 정보가 많아서 조금 복잡하게 느껴졌습니다.,2025-04-09 05:10:00
R2025-000629,40대,여성,10,5,지인 추천,상세 페이지 사진이 충분해서 구매 결정에 도움이 됐습니다.,2025-04-09 06:13:00
R2025-000630,50대,여성,9,5,네이버 검색,문의 남긴 뒤 안내가 조금 늦어서 아쉬웠습니다.,2025-04-09 08:09:00
R2025-000631,50대,여성,6,3,네이버 검색,포인트 적립 내역이 바로 보여서 만족했습니다.,2025-04-09 11:18:00
R2025-000632,50대,남성,6,3,앱 푸시,가격 대비 품질이 좋아서 주변에 추천했습니다.,2025-04-09 13:28:00
R2025-000633,10대,응답하지 않음,3,3,인스타그램,프로모션 문구가 이해하기 쉬웠습니다.,2025-04-09 13:41:00
R2025-000634,30대,남성,9,4,카카오톡 채널,고객센터 답변이 정중했지만 해결까지 시간이 걸렸습니다.,2025-04-09 13:50:00
R2025-000635,10대,여성,10,5,인스타그램,상담 답변이 빨랐고 처리 과정이 깔끔했습니다.,2025-04-09 15:42:00
R2025-000636,20대,남성,9,4,네이버 검색,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-04-09 17:05:00
R2025-000637,40대,여성,1,2,오프라인 매장,쿠폰 적용 방법이 더 잘 보이면 좋겠습니다.,2025-04-09 18:23:00
R2025-000638,40대,남성,1,1,네이버 검색,검색 결과가 원하는 순서로 나오지 않아 불편했습니다.,2025-04-09 19:43:00
R2025-000639,40대,남성,6,3,오프라인 매장,첫 화면에 정보가 많아서 조금 복잡하게 느껴졌습니다.,2025-04-09 20:48:00
R2025-000640,50대,남성,8,5,인스타그램,주문 변경이 바로 반영돼서 편리했습니다.,2025-04-09 21:24:00
R2025-000641,40대,남성,8,4,네이버 검색,앱 디자인이 깔끔하고 글자가 잘 보입니다.,2025-04-09 21:57:00
R2025-000642,50대,여성,8,4,네이버 검색,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-04-09 22:41:00
R2025-000643,10대,남성,6,3,오프라인 매장,문의 접수 후 예상 처리 시간이 표시되면 좋겠습니다.,2025-04-09 22:47:00
R2025-000644,20대,남성,10,5,네이버 검색,문의 남긴 뒤 안내가 조금 늦어서 아쉬웠습니다.,2025-04-09 22:53:00
R2025-000645,40대,여성,7,3,네이버 검색,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-04-09 23:24:00
R2025-000646,50대,남성,9,5,오프라인 매장,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-04-10 00:52:00
R2025-000647,10대,여성,9,5,카카오톡 채널,회원 등급 설명이 한눈에 들어오지 않았습니다.,2025-04-10 03:20:00
R2025-000648,30대,응답하지 않음,9,4,카카오톡 채널,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-04-10 03:22:00
R2025-000649,40대,남성,10,5,네이버 검색,고객센터 답변이 정중했지만 해결까지 시간이 걸렸습니다.,2025-04-10 04:18:00
R2025-000650,10대,여성,6,3,이메일,포장 상태가 깔끔했고 파손 없이 도착했습니다.,2025-04-10 06:04:00
R2025-000651,30대,남성,7,4,카카오톡 채널,재고 안내가 정확해서 헛걸음하지 않았습니다.,2025-04-10 07:39:00
R2025-000652,50대,여성,3,2,네이버 검색,프로모션 문구가 이해하기 쉬웠습니다.,2025-04-10 12:27:00
R2025-000653,40대,남성,9,4,카카오톡 채널,포인트 적립 내역이 바로 보여서 만족했습니다.,2025-04-10 19:00:00
R2025-000654,20대,남성,7,3,네이버 검색,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-04-10 19:34:00
R2025-000655,50대,남성,3,2,카카오톡 채널,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-04-10 19:39:00
R2025-000656,30대,남성,1,1,네이버 검색,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-04-10 19:47:00
R2025-000657,50대,여성,4,3,네이버 검색,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-04-10 20:18:00
R2025-000658,30대,여성,8,4,카카오톡 채널,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-04-10 20:55:00
R2025-000659,40대,여성,7,4,이메일,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-04-10 22:20:00
R2025-000660,30대,여성,4,3,네이버 검색,신규 고객용 안내가 조금 더 자세했으면 합니다.,2025-04-10 23:02:00
R2025-000661,30대,여성,9,5,네이버 검색,결제 단계가 단순해서 다시 이용할 것 같습니다.,2025-04-10 23:18:00
R2025-000662,50대,여성,10,5,이메일,품절 대체 안내가 빨라서 불편이 적었습니다.,2025-04-11 01:10:00
R2025-000663,20대,여성,3,2,이메일,상담 기록이 남아 있어서 같은 설명을 반복하지 않아도 됐습니다.,2025-04-11 02:09:00
R2025-000664,20대,여성,8,4,지인 추천,결제 단계가 단순해서 다시 이용할 것 같습니다.,2025-04-11 02:21:00
R2025-000665,30대,남성,7,4,네이버 검색,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-04-11 05:27:00
R2025-000666,40대,여성,7,4,카카오톡 채널,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-04-11 17:07:00
R2025-000667,50대,남성,4,3,네이버 검색,재고 안내가 정확해서 헛걸음하지 않았습니다.,2025-04-11 17:48:00
R2025-000668,60대 이상,여성,8,4,네이버 검색,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-04-11 18:20:00
R2025-000669,30대,여성,4,2,카카오톡 채널,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-04-11 19:29:00
R2025-000670,30대,여성,6,3,인스타그램,고객센터 연결까지 대기 시간이 길었습니다.,2025-04-11 20:45:00
R2025-000671,20대,여성,8,4,카카오톡 채널,처음 이용했는데 가입 절차가 어렵지 않았습니다.,2025-04-11 21:42:00
R2025-000672,40대,여성,9,4,인스타그램,가격 대비 품질이 좋아서 주변에 추천했습니다.,2025-04-11 22:17:00
R2025-000673,60대 이상,여성,9,5,카카오톡 채널,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-11 23:55:00
R2025-000674,40대,여성,4,2,카카오톡 채널,오프라인 매장에서 안내받은 내용과 앱 정보가 일치했습니다.,2025-04-12 01:15:00
R2025-000675,40대,여성,6,3,오프라인 매장,문의 남긴 뒤 안내가 조금 늦어서 아쉬웠습니다.,2025-04-12 03:28:00
R2025-000676,30대,남성,3,2,이메일,첫 화면에 정보가 많아서 조금 복잡하게 느껴졌습니다.,2025-04-12 04:10:00
R2025-000677,50대,여성,5,3,카카오톡 채널,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-04-12 05:21:00
R2025-000678,30대,남성,0,1,인스타그램,쿠폰 적용 방법이 더 잘 보이면 좋겠습니다.,2025-04-12 05:55:00
R2025-000679,20대,여성,8,4,네이버 검색,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-04-12 07:58:00
R2025-000680,30대,남성,8,4,네이버 검색,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-04-12 09:18:00
R2025-000681,20대,남성,7,4,지인 추천,검색 결과가 원하는 순서로 나오지 않아 불편했습니다.,2025-04-12 09:49:00
R2025-000682,20대,남성,7,3,네이버 검색,매장 픽업 시간이 정확하게 안내됐습니다.,2025-04-12 12:54:00
R2025-000683,10대,남성,3,1,카카오톡 채널,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-04-12 14:35:00
R2025-000684,30대,여성,6,4,인스타그램,프로모션 문구가 이해하기 쉬웠습니다.,2025-04-12 17:49:00
R2025-000685,40대,남성,2,2,네이버 검색,쿠폰 적용 방법이 더 잘 보이면 좋겠습니다.,2025-04-12 17:52:00
R2025-000686,30대,여성,9,5,네이버 검색,알림이 너무 자주 와서 설정을 바꿨습니다.,2025-04-12 18:03:00
R2025-000687,30대,남성,1,1,카카오톡 채널,매장 픽업 시간이 정확하게 안내됐습니다.,2025-04-12 18:52:00
R2025-000688,60대 이상,남성,8,4,앱 푸시,카카오톡으로 문의하니 답변 확인이 편했습니다.,2025-04-12 20:30:00
R2025-000689,40대,여성,9,5,인스타그램,상담 답변이 빨랐고 처리 과정이 깔끔했습니다.,2025-04-12 21:46:00
R2025-000690,40대,남성,8,4,카카오톡 채널,문제 발생 후 처리 결과를 끝까지 알려줘서 좋았습니다.,2025-04-12 23:58:00
R2025-000691,30대,여성,7,4,네이버 검색,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-04-13 02:34:00
